Resource Theme Name,Resource Name,Resource Type,URL,ResourceCatalogueURL,Priority,Description
Collaborative Computational Project for NMR Crystallography (CCP-NC),Collaborative Computational Project for NMR Crystallography (CCP-NC) Magres Database,Data,http://www.ccpnc.ac.uk/database/,https://resources.psdi.ac.uk/data/7e871747-1bd3-4abf-8fe3-dc4ec55b3771,2,The Collaborative Computational Project for NMR Crystallography (CCP-NC) database of calculated solid-state NMR data from DFT codes in MAGRES format.
Collaborative Computational Project for NMR Crystallography (CCP-NC),Collaborative Computational Project for NMR Crystallography (CCP-NC) MAGRES Database Search,Service,http://www.ccpnc.ac.uk/database/,https://resources.psdi.ac.uk/service/17bd0bec-94e3-41f2-bae4-bcb8ccc0f7a3,2,"Web front end to access the Collaborative Computational Project for NMR Crystallography (CCP-NC) MAGRES database. The database can be used to search for MAGRES files by DOI, Magnetic shielding, Electric Field Gradient Vzz, Chemical name, Form, Unit cell formula, Molecular formula, MRD reference number, External database reference and/or License. Users who have logged into the database using the ORCID ID can also deposit their own MAGRES files."
Collaborative Computational Project for NMR Crystallography (CCP-NC),Collaborative Computational Project for NMR Crystallography (CCP-NC) 2.0 MagresView,Service,https://ccp-nc.github.io/magresview-2/,https://resources.psdi.ac.uk/service/1fc5c6f3-62cc-4087-a5e2-11497f161f27,2,MagresView provides an online interface for the Collaborative Computational Project for NMR Crystallography (CCP-NC). This visualisation tool enables crystal structure and NMR tensor visualisation from .magres files.  SSNMR parameters like magnetic shielding and electric field gradient can be displayed as scaled ellipsoids super-imposed on the crystal structure for visualisation.
Collaborative Computational Project for NMR Crystallography (CCP-NC),Collaborative Computational Project for NMR Crystallography (CCP-NC) MagresView 2.0 Library,Tool,http://github.com/CCP-NC/magresview-2/tree/main,https://resources.psdi.ac.uk/tool/22ce2e1a-1e37-4773-a574-27658e395438,2,"A tool to visualize predicted NMR parameters in an intuitive, graphically accessible way and convert these parameters into input files for the most common NMR simulation programs. SSNMR parameters like magnetic shielding and electric field gradient can be visually represented as scaled ellipsoids super-imposed on the crystal structure for visualisation."
Collaborative Computational Project for NMR Crystallography (CCP-NC),Soprano,Tool,http://github.com/CCP-NC/soprano/,https://resources.psdi.ac.uk/tool/51c04def-007c-4536-8441-015aa097b30c,2,"Soprano is a Python library to help scientists working with crystallography and simulations to generate, manipulate, run calculations on and analyse large data sets of crystal structures. It provides a number of functionalities to help automate many common tasks in computational crystallography, including NMR parameter manipulation. Documentation and tutorials are provided to help users get started with the library."
Galaxy Workflow Management System,Example Galaxy XAFS RO-Crate Workflows,Data,http://zenodo.org/communities/rexas,https://resources.psdi.ac.uk/data/f40b1d5b-2b86-4381-959b-74ec89b854c7,2,"The Reproducible XAFS Analyses Zenodo Community provides the published results of X-ray absorption fine structure (XAFS) analyses reproduced using X-ray absorption spectroscopy (XAS) Galaxy tools developed in collaboration with PSDI, and use cases and data from the UK Catalysis Hub. The results shared in the Reproducible XAFS Analyses Zenodo Community are in the form of FAIR Data Objects in RO-Crate format and provide examples relevant to the catalysis domain."
Galaxy Workflow Management System,Galaxy Workflow Management System Service,Service,http://materialsgalaxy.stfc.ac.uk/,https://resources.psdi.ac.uk/service/65c2df45-5a3a-4796-8cbc-9922ee5d2a6a,2,"Post-processing experimental and simulation data from large-scale experiments conducted at national facilities requires integrating diverse software tools from various domains into cohesive workflows. Although these workflows can be highly complex, the software tools and data associated with them can be effectively managed using the open-source, web-based Galaxy Workflow Management System. Designed for FAIR data analysis, Galaxy enables users to run code in interactive environments, share and publish results, workflows, and visualisations, and ensure reproducibility by capturing and packaging the data, metadata, and provenance models essential for replicating and understanding their analyses. Use cases are provided for muon science and catalysis experiments, with plans to expand to other large-scale experiments."
Galaxy Workflow Management System,Galaxy API,Service,http://materialsgalaxy.stfc.ac.uk/api/docs,https://resources.psdi.ac.uk/service/66d10e20-66ea-49a7-a29a-be94cd2be77b,2,"Galaxy is an open-source scientific workflow system designed to make research more accessible, reproducible and transparent. Galaxy manages the software tools and data associated with post-processing of large scale experimental and simulation data performed at national facilities. The Galaxy API enables users to programmatic access to the Galaxy platform enabling users to automate tasks and carry out more complex actions than are possible using the web interface. More information about how to use the Galaxy API and the available endpoints by following the link to the documentation."
Galaxy Workflow Management System,Galaxy Training Network,Guidance,https://training.galaxyproject.org/,https://resources.psdi.ac.uk/guidance/0d209bb0-6bda-4d27-b3f0-10346f9a55b8,2,"Collection of tutorials developed and maintained by the worldwide Galaxy community. Includes tutorial for galaxy users, developers and administrators."
Galaxy Workflow Management System,Galaxy Training Network: Finding the Muon Stopping Site,Guidance,https://training.galaxyproject.org/training-material/topics/materials-science/tutorials/muon-stopping-sites-muairss-uep/tutorial.html,https://resources.psdi.ac.uk/guidance/5bbc1e38-2c64-4752-addd-70920f5159f1,2,Hands on tutorial for finding muon stopping site with pymuon-suite using Galaxy. Will answer the questions: What are stopping sites and why is finding them important? What computational techniques can be used to find stopping sites? How can Galaxy help me with my analysis?
Galaxy Workflow Management System,MuSpinSim Documentation,Guidance,https://muon-spectroscopy-computational-project.github.io/muspinsim/,https://resources.psdi.ac.uk/guidance/95494058-7de8-4a22-9da1-c68f4497c40f,2,Documentation of the underlying MuSpinSim muon software tool that has been implemented as a Galaxy tool in our Galaxy instance. Muspinsim models spin dynamics calculations for muon science experiments.
Galaxy Workflow Management System,MuDirac Documentation,Guidance,https://muon-spectroscopy-computational-project.github.io/mudirac/,https://resources.psdi.ac.uk/guidance/ff6a1907-c519-4f6e-99a5-f6c27bb43775,2,Documentation of the underlying MuDirac muon software tool that has been implemented as a Galaxy tool in our Galaxy instance. The MuDirac simulation software integrates the Dirac equation for muonic atoms and compute their X-Ray transition energies.
Galaxy Workflow Management System,Xray Larch Documentation,Guidance,https://xraypy.github.io/xraylarch/,https://resources.psdi.ac.uk/guidance/b1dda790-7dcb-4588-899a-238080ed7c58,2,"Documentation for the underlying Larch open-source library that has been implemented as a Galaxy tool in our Galaxy instance. Larch is used for processing and analysing X-ray absorption and fluorescence spectroscopy data, and X-ray fluorescence and diffraction image data obtained from synchrotron beamlines. Larch provides a comprehensive set of analysis tools for X-ray absorption fine-structure spectroscopy (XAFS), including both X-ray absorption near-edge spectroscopy (XANES) and extended X-ray absorption fine-structure spectroscopy (EXAFS). Larch also provides visualization and analysis tools for X-ray fluorescence (XRF) spectra and XRF and X-ray diffraction (XRD) images as collected at scanning X-ray microprobe beamlines."
Galaxy Workflow Management System,Mini-Tutorials for XAFS RO-Crate Workflows in Galaxy,Guidance,http://xerte.cardiff.ac.uk/play_22519,https://resources.psdi.ac.uk/guidance/f8c98217-7299-44f5-9a35-dac6c32ec52e,2,"The Mini-Tutorials for XAFS RO-Crate Workflows in Galaxy provide a brief introduction to working with RO-Crates in Galaxy. The development of the tutorials originated as quickstart guidance for running and inspecting workflows used for the reproduction of X-ray absorption fine structure (XAFS) analyses. These self-paced learning resources cover three aspects of the RO-Crate lifecycle in the Galaxy platform: Importing (and running) a workflow, Creation (Exporting) an RO-Crate and Importing (and inspecting) an RO-Crate."
PSDI Skills4Scientists,Python I,Guidance,https://learn.psdi.ac.uk/moodle/course/view.php?name=python1,https://resources.psdi.ac.uk/guidance/d3e919be-ec5c-4164-95f8-8b94c83280f7,2,"This course is designed to teach participants the basics of programming using Python. For new programmers, the course will teach you the fundamentals of programming using Python as an example. Whilst those who are more familiar with programming concepts can use the course to learn Python syntax and its unique features."
PSDI Skills4Scientists,Python II,Guidance,https://learn.psdi.ac.uk/moodle/course/view.php?name=python2,https://resources.psdi.ac.uk/guidance/294760c8-20de-4155-9951-08bccc87a593,2,"This course builds on the basics of programming covered in the Python I course. For beginners, it expands on the foundational concepts taught in first course. For more experienced programmers, further examples and guidance are added to help you master Python syntax and its unique features."
PSDI Skills4Scientists,Version Control and Github,Guidance,https://learn.psdi.ac.uk/moodle/course/view.php?name=versioncontrol,https://resources.psdi.ac.uk/guidance/0b8c77cf-0e18-4f15-b75f-81a8ed655fbc,2,"This course is designed to help participants understand the principles of version control and how it can be used effectively in research projects. Participants will explore common version control methods, learn the associated terminology and find out how software like GitHub implements these methods."
PSDI Skills4Scientists,Ethics,Guidance,https://learn.psdi.ac.uk/moodle/course/view.php?name=ethics,https://resources.psdi.ac.uk/guidance/e14e0d9e-8bca-43d1-96c5-36f274a5ace0,2,"This course provides an introduction to the subject of ethics and research integrity. This includes details of the ethical review process, how ethics needs to be applied to data that is used for Machine Learning and Artificial Intelligence. The course also provides guidance on Responsible Research and Innovation."
PSDI Skills4Scientists,Literature and Referencing,Guidance,https://learn.psdi.ac.uk/moodle/course/view.php?name=litandref,https://resources.psdi.ac.uk/guidance/b67907c2-490b-445c-8420-fee8cdde1cd1,2,"This course covers the fundamentals of literature and referencing in the physical sciences. Participants will learn to identify various scholarly sources, understand the purposes of citations, and appreciate their importance in the scientific process.This course covers the fundamentals of literature and referencing in the physical sciences. Participants will learn to identify various scholarly sources, understand the purposes of citations, and appreciate their importance in the scientific process."
PSDI Skills4Scientists,Research Data Management,Guidance,https://learn.psdi.ac.uk/moodle/course/view.php?name=rdm,https://resources.psdi.ac.uk/guidance/76a1e069-ada0-41a6-bff9-fa7236d3a4ae,2,"This course provides an introduction to Research Data Management. Participants will explore the data lifecycle, identify its various stages, understand the importance of collaborative working environments, and learn how to identify and manage different types of data within their projects."
,PSDI Cross Data Search,Service,http://data-search.psdi.ac.uk,https://resources.psdi.ac.uk/service/6bc7c64d-ee3d-430b-be09-f26040886c3c,1,"The PSDI Cross Data Search service enables users to search for data across data sources provided by PSDI and other relevant data sources from the wider community using our online interface. The service provides a number of different ways to perform a search, for example searching substances by chemical formula, name, or number of elements, with the option to refine searches using a periodic table interface. Specialised searches can also be performed for molecules using  molecular structures, crystalline forms, or specific symmetry or periodicity characteristics. There is also an advanced search option, enabling custom queries to be constructed for users who know which fields in the data sources they want to search. The search results provide both a summary of the data and links to the source of the data. Although the majority of data sources are completely open, authentication may be required for some data sources."
,Community Data Collections,Service,http://data-collections.psdi.ac.uk,https://resources.psdi.ac.uk/service/d81616df-3daf-44c3-98b4-841e277dfe08,1,"Community Data Collections is a collaborative, subject-focused research data repository within the Physical Sciences Data Infrastructure (PSDI). It provides openly accessible datasets, currently serving the BioSim and Data to Knowledge communities, to facilitate the publication, sharing, discovery, and reuse of valuable data. The repository adheres to FAIR principles by implementing a comprehensive metadata schema that incorporates both standard properties and custom fields tailored to scientific needs. Metadata and full datasets are freely available to all users, and plans are in place to expand Community Data Collections by including additional relevant scientific communities in the future."
,PSDI Knowledge Base,Service,https://guidance.psdi.ac.uk/docusaurus-pages/,https://resources.psdi.ac.uk/service/2927c4a2-0178-4cc9-a839-240ec1d343a6,1,"The PSDI Knowledge Base serves as a comprehensive resource for physical scientists and research support staff, offering guidance on a variety of themes related to research data, PSDI technologies and related resources. It also provides centralized access to a variety of training and learning, including self-paced courses, tutorials, webinar recordings, and in-person sessions such as workshops and summer schools. Additionally, the Knowledge Base offers technical support resources, including FAQs to address common challenges, guidance on how to contact us, and how to raise a support request if you can't find an answer to your question."
,PSDI Interactive Learning (Moodle),Service,https://learn.psdi.ac.uk,https://resources.psdi.ac.uk/service/62af1a1c-f4c9-48ee-acc2-45b19fb8b231,1,"A range of interactive, self-paced learning modules provided by PSDI."
